source,is_actual_sale,listing_type,price,area_sqm,property_type,bedrooms,bathrooms,floor,total_floors,year_built,district,municipality,latitude,longitude,distance_to_sea_km,distance_to_center_km,has_parking,has_sea_view,has_pool,has_garden,has_title_deed,is_tourist_area,sale_date,property_age,price_per_sqm,area_median_price_sqm
synthetic,True,new_build,153000,48,apartment,3.0,2.0,1.0,2.0,2015.0,lemesos,Mouttagiaka,34.710973,33.080347,7.005,4.449,True,False,False,False,True,True,2025-01-08,10,3187.5,3193
synthetic,True,resale,244000,174,house,5.0,2.0,,1.0,2015.0,lemesos,Polemidia,34.702663,33.029294,4.94,2.752,False,False,False,True,False,False,2024-08-09,10,1402.2988505747126,1661
synthetic,True,resale,68000,50,apartment,2.0,2.0,1.0,1.0,1978.0,lefkosia,Engomi,35.173034,33.356022,60.855,2.767,True,False,False,False,True,False,2024-05-09,47,1360.0,2024
synthetic,True,resale,739000,299,villa,3.0,4.0,,2.0,2008.0,lefkosia,Nicosia Old Town,35.183984,33.378051,61.381,0.426,True,False,False,True,False,False,2025-12-16,17,2471.5719063545152,1660
synthetic,True,resale,540000,983,land,,,,,,lefkosia,Strovolos,35.14539,33.35094,65.874,5.303,False,False,False,False,True,False,2025-03-02,20,549.3387589013225,1771
synthetic,True,resale,130000,98,apartment,2.0,2.0,2.0,3.0,2018.0,larnaka,Drosia,34.926108,33.620374,2.531,0.445,True,False,False,False,False,False,2025-04-28,7,1326.530612244898,1832
synthetic,True,resale,117000,57,apartment,3.0,2.0,2.0,3.0,2013.0,lemesos,Mesa Geitonia,34.686929,33.054851,3.364,0.929,True,False,False,False,True,False,2026-03-22,12,2052.6315789473683,1927
synthetic,True,resale,218000,114,house,3.0,2.0,,2.0,1995.0,lefkosia,Engomi,35.184825,33.346256,60.752,3.277,True,False,True,True,True,False,2024-05-11,30,1912.280701754386,2024
synthetic,True,resale,316000,166,apartment,2.0,1.0,7.0,9.0,2021.0,pafos,Chloraka,34.787106,32.409804,3.642,1.836,True,False,True,False,True,False,2024-11-15,4,1903.6144578313254,1903
synthetic,True,new_build,338000,183,house,3.0,3.0,,2.0,1995.0,pafos,Chloraka,34.794073,32.408126,4.348,2.529,False,False,False,False,True,False,2025-09-15,30,1846.9945355191257,1903
synthetic,True,resale,294000,119,house,5.0,3.0,,2.0,2019.0,lefkosia,Strovolos,35.141091,33.343805,53.538,6.061,True,False,True,False,True,False,2024-10-11,6,2470.5882352941176,1771
synthetic,True,new_build,313000,120,house,3.0,3.0,,2.0,2009.0,lemesos,Polemidia,34.698013,33.005593,4.777,4.12,True,False,True,False,True,False,2025-04-04,16,2608.3333333333335,1661
synthetic,True,resale,1739000,680,villa,4.0,2.0,,2.0,2006.0,lemesos,Mesa Geitonia,34.691933,33.044202,3.806,1.09,True,False,True,True,True,False,2024-09-10,19,2557.3529411764707,1927
synthetic,True,resale,149000,108,apartment,3.0,1.0,4.0,6.0,1972.0,lefkosia,Strovolos,35.137372,33.35585,63.902,5.877,True,False,True,False,False,False,2024-10-26,53,1379.6296296296296,1771
synthetic,True,resale,108000,50,apartment,2.0,2.0,4.0,5.0,2016.0,lemesos,Pyrgos,34.712537,33.105505,8.244,6.364,True,False,False,False,True,True,2024-10-25,9,2160.0,2440
synthetic,True,resale,98000,53,apartment,4.0,1.0,8.0,9.0,2020.0,larnaka,Drosia,34.920493,33.632528,1.578,0.883,False,True,False,False,False,False,2026-02-08,5,1849.0566037735848,1832
synthetic,True,resale,137000,63,apartment,2.0,1.0,4.0,7.0,1986.0,larnaka,Finikoudes,34.918908,33.634879,0.77,1.145,True,True,True,False,True,False,2024-07-03,39,2174.6031746031745,2276
synthetic,True,resale,228000,122,apartment,4.0,2.0,5.0,6.0,2017.0,lefkosia,Strovolos,35.148864,33.352432,59.852,4.905,True,False,False,False,True,False,2025-10-13,8,1868.8524590163934,1771
synthetic,True,resale,165000,71,apartment,2.0,2.0,6.0,9.0,2005.0,lemesos,Mesa Geitonia,34.693879,33.048864,3.692,1.307,True,False,True,False,True,False,2024-06-14,20,2323.943661971831,1927
synthetic,True,resale,224000,163,house,3.0,3.0,,2.0,2015.0,lefkosia,Strovolos,35.135718,33.344309,68.687,6.534,True,False,False,True,False,False,2025-09-19,10,1374.2331288343557,1771
synthetic,True,new_build,157000,75,apartment,3.0,2.0,5.0,5.0,1995.0,lemesos,Zakaki,34.685602,33.021437,3.68,2.312,False,False,True,False,True,False,2024-08-01,30,2093.3333333333335,1611
synthetic,True,resale,93000,54,apartment,2.0,2.0,3.0,4.0,2015.0,lefkosia,Engomi,35.173826,33.349834,58.762,3.228,True,False,False,False,True,False,2025-11-22,10,1722.2222222222222,2024
synthetic,True,resale,259000,139,house,3.0,3.0,,1.0,2025.0,lefkosia,Engomi,35.180094,33.344907,67.069,3.453,True,False,True,True,False,False,2024-11-06,0,1863.3093525179856,2024
synthetic,True,resale,1425000,2867,land,,,,,,lemesos,Ypsonas,34.714397,33.007462,6.625,5.041,True,False,False,False,True,False,2024-09-04,20,497.03522846180675,1306
synthetic,True,resale,1048000,1437,land,,,,,,pafos,Chloraka,34.790782,32.419178,4.033,1.758,False,False,False,False,False,False,2025-01-27,20,729.2971468336813,1903
synthetic,True,new_build,354000,171,apartment,3.0,1.0,6.0,7.0,1994.0,larnaka,Drosia,34.929355,33.627799,2.599,0.827,True,False,False,False,True,False,2025-09-20,31,2070.1754385964914,1832
synthetic,True,resale,98000,56,apartment,3.0,2.0,1.0,4.0,2022.0,lemesos,Mesa Geitonia,34.694045,33.044345,3.679,1.319,True,False,False,False,True,False,2024-11-02,3,1750.0,1927
synthetic,True,new_build,205000,95,apartment,2.0,1.0,8.0,8.0,2021.0,lemesos,Zakaki,34.687337,33.027097,3.26,1.852,False,False,True,False,True,False,2025-03-11,4,2157.8947368421054,1611
synthetic,True,resale,289000,323,land,,,,,,larnaka,Finikoudes,34.926215,33.647947,2.089,2.277,True,True,False,False,True,False,2025-03-30,20,894.7368421052631,2276
synthetic,True,new_build,101000,50,apartment,2.0,2.0,7.0,9.0,2003.0,lefkosia,Lakatamia,35.123493,33.322965,53.028,8.763,True,False,False,False,True,False,2024-10-24,22,2020.0,1517
synthetic,True,resale,285000,78,apartment,3.0,1.0,5.0,8.0,2023.0,lemesos,Agía Zóni,34.674895,33.045138,2.203,0.831,True,True,False,False,True,False,2025-11-19,2,3653.846153846154,2652
synthetic,True,resale,128000,72,apartment,3.0,2.0,6.0,9.0,2013.0,lemesos,Agía Zóni,34.67725,33.053078,2.364,0.83,False,False,False,False,False,False,2025-03-16,12,1777.7777777777778,2652
synthetic,True,resale,358000,765,land,,,,,,lefkosia,Lakatamia,35.120286,33.325866,66.708,8.892,False,False,False,False,False,False,2025-01-05,20,467.9738562091503,1517
synthetic,True,resale,366000,173,apartment,3.0,2.0,2.0,4.0,2002.0,lefkosia,Strovolos,35.136983,33.356444,68.478,5.895,True,False,False,False,True,False,2025-06-16,23,2115.606936416185,1771
synthetic,True,resale,102000,77,apartment,3.0,1.0,1.0,2.0,2007.0,lemesos,Mesa Geitonia,34.688299,33.058791,4.107,1.315,True,False,False,False,False,False,2025-10-27,18,1324.6753246753246,1927
synthetic,True,new_build,149000,64,apartment,4.0,2.0,5.0,8.0,2025.0,lefkosia,Nicosia Old Town,35.18396,33.375754,60.816,0.622,True,False,False,False,True,False,2026-02-05,0,2328.125,1660
synthetic,True,resale,314000,183,apartment,2.0,1.0,6.0,6.0,2024.0,lemesos,Mesa Geitonia,34.692337,33.055292,3.73,1.381,True,False,False,False,False,False,2024-10-25,1,1715.8469945355191,1927
synthetic,True,new_build,150000,94,apartment,4.0,1.0,7.0,9.0,2011.0,lemesos,Ypsonas,34.709906,32.995976,7.089,5.538,False,False,True,False,True,False,2025-04-08,14,1595.7446808510638,1306
synthetic,True,resale,193000,96,apartment,4.0,2.0,7.0,9.0,1986.0,lemesos,Pyrgos,34.720524,33.10365,8.734,6.742,False,True,False,False,True,True,2024-09-17,39,2010.4166666666667,2440
synthetic,True,resale,155000,96,house,4.0,2.0,,2.0,2018.0,lefkosia,Strovolos,35.15176,33.354021,50.842,4.557,False,False,False,True,True,False,2026-03-07,7,1614.5833333333333,1771
synthetic,True,resale,122000,91,house,3.0,3.0,,2.0,2002.0,pafos,Yeroskipou,34.766887,32.456727,4.724,3.13,True,False,False,False,False,False,2025-11-01,23,1340.6593406593406,1531
synthetic,True,resale,108000,56,apartment,2.0,1.0,6.0,8.0,2019.0,lemesos,Polemidia,34.694828,33.015033,4.487,3.188,True,False,True,False,True,False,2025-11-02,6,1928.5714285714287,1661
synthetic,True,new_build,195000,62,apartment,2.0,1.0,7.0,9.0,2006.0,pafos,Kato Paphos,34.76331,32.427994,1.807,1.401,True,True,True,False,True,True,2025-11-07,19,3145.1612903225805,2730
synthetic,True,resale,81000,52,apartment,2.0,1.0,8.0,11.0,2014.0,lefkosia,Engomi,35.182165,33.359632,54.907,2.095,True,False,False,False,False,False,2025-07-19,11,1557.6923076923076,2024
synthetic,True,new_build,1605000,532,villa,4.0,4.0,,2.0,2025.0,lemesos,Mesa Geitonia,34.683521,33.050807,2.25,0.425,True,False,False,True,True,False,2026-02-19,0,3016.9172932330825,1927
synthetic,True,resale,242000,143,house,5.0,2.0,,1.0,2003.0,lemesos,Mesa Geitonia,34.68097,33.059916,3.175,1.245,False,False,False,True,True,False,2025-06-01,22,1692.3076923076924,1927
synthetic,True,resale,156000,58,apartment,4.0,1.0,6.0,6.0,1985.0,lemesos,Potamos Germasogeias,34.703548,33.072519,5.861,3.359,True,True,False,False,True,False,2025-12-13,40,2689.655172413793,2204
synthetic,True,resale,133000,60,apartment,2.0,1.0,7.0,9.0,1997.0,lemesos,Agía Zóni,34.681112,33.049651,2.574,0.325,True,True,False,False,False,False,2025-10-24,28,2216.6666666666665,2652
synthetic,True,resale,178000,83,apartment,2.0,2.0,3.0,4.0,1988.0,lemesos,Mouttagiaka,34.709903,33.076125,6.528,4.099,True,False,False,False,True,True,2025-01-14,37,2144.578313253012,3193
synthetic,True,resale,142000,68,apartment,4.0,2.0,4.0,5.0,2024.0,lemesos,Agía Zóni,34.684454,33.053992,3.066,0.734,False,False,False,False,True,False,2025-04-05,1,2088.235294117647,2652
synthetic,True,resale,127000,46,apartment,3.0,2.0,7.0,8.0,1992.0,lemesos,Mouttagiaka,34.716911,33.070832,6.867,4.45,True,False,False,False,True,True,2025-03-12,33,2760.8695652173915,3193
synthetic,True,resale,493000,275,house,5.0,2.0,,2.0,1980.0,lemesos,Mouttagiaka,34.716563,33.083978,7.408,5.13,True,False,False,False,False,True,2025-03-31,45,1792.7272727272727,3193
synthetic,True,new_build,142000,67,apartment,2.0,1.0,1.0,4.0,2018.0,lefkosia,Engomi,35.175773,33.342086,54.431,3.815,True,False,False,False,True,False,2026-02-28,7,2119.402985074627,2024
synthetic,True,resale,379000,290,house,3.0,3.0,,2.0,2008.0,lemesos,Ypsonas,34.703873,33.008444,5.943,4.219,True,False,False,True,False,False,2026-02-01,17,1306.896551724138,1306
synthetic,True,new_build,2056000,694,villa,5.0,4.0,,2.0,2015.0,lefkosia,Engomi,35.176305,33.342034,56.548,3.803,True,False,True,True,False,False,2025-10-08,10,2962.536023054755,2024
synthetic,True,resale,176000,86,apartment,3.0,1.0,1.0,2.0,2024.0,lemesos,Potamos Germasogeias,34.701539,33.062418,5.038,2.593,True,False,False,False,True,False,2025-09-27,1,2046.5116279069769,2204
synthetic,True,new_build,142000,81,apartment,2.0,2.0,1.0,1.0,2009.0,lemesos,Zakaki,34.686608,33.031868,3.1,1.412,True,False,False,False,True,False,2024-09-11,16,1753.0864197530864,1611
synthetic,True,new_build,612000,181,house,4.0,3.0,,2.0,2016.0,lemesos,Agios Tychonas,34.711273,33.082218,6.624,4.594,False,False,False,False,True,True,2024-07-01,9,3381.2154696132598,3788
synthetic,True,resale,96000,58,apartment,2.0,1.0,7.0,8.0,2007.0,lefkosia,Nicosia Old Town,35.173858,33.363527,64.8,2.148,True,False,False,False,True,False,2024-10-19,18,1655.1724137931035,1660
synthetic,True,resale,539000,200,apartment,2.0,2.0,4.0,7.0,1989.0,lemesos,Agios Tychonas,34.703892,33.106208,7.955,5.972,True,False,True,False,False,True,2024-11-01,36,2695.0,3788
synthetic,True,resale,238000,89,apartment,2.0,2.0,8.0,9.0,1992.0,lemesos,Mouttagiaka,34.708097,33.081348,6.818,4.294,True,False,False,False,False,True,2026-02-19,33,2674.1573033707864,3193
synthetic,True,new_build,973000,207,villa,4.0,3.0,,2.0,2018.0,lemesos,Agía Zóni,34.676637,33.050641,2.104,0.74,True,True,True,True,True,False,2025-12-19,7,4700.48309178744,2652
synthetic,True,new_build,231000,100,apartment,4.0,1.0,8.0,8.0,2024.0,lefkosia,Engomi,35.180846,33.340983,57.619,3.792,False,False,False,False,False,False,2024-05-30,1,2310.0,2024
synthetic,True,resale,217000,65,apartment,2.0,2.0,4.0,6.0,2023.0,lemesos,Potamos Germasogeias,34.706892,33.070732,5.573,3.525,True,True,False,False,True,False,2024-06-11,2,3338.4615384615386,2204
synthetic,True,resale,1019000,294,house,3.0,3.0,,1.0,2018.0,lemesos,Agía Zóni,34.673698,33.05463,2.164,1.217,True,True,False,True,True,False,2025-06-30,7,3465.986394557823,2652
synthetic,True,resale,548000,194,villa,5.0,2.0,,1.0,2015.0,lemesos,Episkopi,34.661272,32.919987,10.878,11.795,True,False,True,True,True,False,2025-05-11,10,2824.742268041237,1536
synthetic,True,resale,71000,47,apartment,2.0,1.0,4.0,4.0,2008.0,lefkosia,Engomi,35.179971,33.342389,64.921,3.681,True,False,False,False,False,False,2026-02-11,17,1510.6382978723404,2024
synthetic,True,resale,100000,62,apartment,2.0,2.0,4.0,5.0,2021.0,lemesos,Kato Polemidia,34.699613,33.006582,5.095,4.118,True,False,False,False,True,False,2024-05-15,4,1612.9032258064517,1493
synthetic,True,resale,62000,58,apartment,2.0,2.0,2.0,4.0,2006.0,lemesos,Zakaki,34.680942,33.021884,2.828,2.247,False,False,False,False,True,False,2025-08-24,19,1068.9655172413793,1611
synthetic,True,resale,170000,79,apartment,1.0,1.0,7.0,7.0,2020.0,lefkosia,Engomi,35.175904,33.348156,68.469,3.285,False,False,False,False,True,False,2025-10-08,5,2151.8987341772154,2024
synthetic,True,resale,353000,100,apartment,2.0,2.0,8.0,11.0,2022.0,lemesos,Agía Zóni,34.675522,33.041362,1.666,0.883,True,True,False,False,True,False,2024-11-28,3,3530.0,2652
synthetic,True,resale,357000,108,apartment,3.0,1.0,6.0,9.0,2010.0,lemesos,Germasogeia,34.712609,33.082101,6.911,4.692,True,False,True,False,True,False,2024-08-31,15,3305.5555555555557,2929
synthetic,True,resale,327000,209,villa,5.0,2.0,,2.0,2013.0,lefkosia,Lakatamia,35.139309,33.32954,61.445,7.035,True,False,True,True,True,False,2025-07-06,12,1564.5933014354066,1517
synthetic,True,new_build,445000,192,house,4.0,3.0,,2.0,2023.0,lefkosia,Strovolos,35.141844,33.34336,50.061,6.017,False,False,False,True,True,False,2024-11-14,2,2317.7083333333335,1771
synthetic,True,resale,88000,53,apartment,1.0,1.0,2.0,4.0,2023.0,lemesos,Polemidia,34.702279,33.005273,5.512,4.367,True,False,False,False,True,False,2024-04-21,2,1660.377358490566,1661
synthetic,True,resale,281000,175,house,3.0,3.0,,2.0,2008.0,lefkosia,Engomi,35.173488,33.338373,51.048,4.213,False,False,False,True,True,False,2025-11-30,17,1605.7142857142858,2024
synthetic,True,new_build,249000,140,apartment,2.0,1.0,8.0,11.0,2013.0,lemesos,Episkopi,34.661534,32.904901,12.338,13.144,True,False,False,False,True,False,2024-09-20,12,1778.5714285714287,1536
synthetic,True,resale,338000,138,house,4.0,3.0,,1.0,2013.0,lemesos,Potamos Germasogeias,34.70218,33.055844,5.196,2.373,True,False,False,True,True,False,2025-04-22,12,2449.2753623188405,2204
synthetic,True,resale,176000,130,apartment,2.0,2.0,3.0,4.0,2002.0,lefkosia,Strovolos,35.152464,33.34194,54.256,5.199,False,False,False,False,True,False,2024-05-27,23,1353.8461538461538,1771
synthetic,True,resale,129000,89,apartment,3.0,2.0,6.0,9.0,2016.0,lemesos,Mesa Geitonia,34.680625,33.056093,2.707,0.906,False,False,True,False,True,False,2025-05-14,9,1449.438202247191,1927
synthetic,True,resale,229000,128,house,3.0,2.0,,2.0,2022.0,lemesos,Mesa Geitonia,34.693812,33.049604,3.862,1.313,False,False,False,False,True,False,2025-10-01,3,1789.0625,1927
synthetic,True,resale,258000,163,apartment,4.0,1.0,2.0,2.0,2024.0,pafos,Chloraka,34.78276,32.416341,3.125,1.074,True,False,False,False,False,False,2024-05-06,1,1582.8220858895706,1903
synthetic,True,resale,314000,119,house,4.0,2.0,,2.0,2018.0,lemesos,Agía Zóni,34.672389,33.046456,1.471,1.102,True,False,False,False,True,False,2026-02-28,7,2638.655462184874,2652
synthetic,True,resale,145000,113,apartment,2.0,2.0,3.0,5.0,2008.0,larnaka,Aradippou,34.954282,33.594656,6.474,4.358,True,False,False,False,False,False,2024-05-26,17,1283.1858407079646,1333
synthetic,True,new_build,446000,189,apartment,3.0,1.0,1.0,3.0,2022.0,lefkosia,Strovolos,35.139008,33.348361,62.043,6.03,True,False,False,False,True,False,2026-01-21,3,2359.7883597883597,1771
synthetic,True,resale,1315000,2543,land,,,,,,larnaka,Aradippou,34.94816,33.595587,6.161,3.778,True,False,False,False,True,False,2024-09-30,20,517.1057805741251,1333
synthetic,True,resale,1640000,613,villa,4.0,4.0,,2.0,2020.0,pafos,Chloraka,34.781724,32.408778,2.694,1.561,True,False,True,True,True,False,2026-03-14,5,2675.36704730832,1903
synthetic,True,resale,1654000,310,villa,5.0,2.0,,2.0,1998.0,lemesos,Agios Tychonas,34.71361,33.082011,7.051,4.766,True,False,True,True,True,True,2025-03-18,27,5335.4838709677415,3788
synthetic,True,resale,142000,134,apartment,3.0,1.0,8.0,10.0,1986.0,lefkosia,Lakatamia,35.131742,33.332016,68.982,7.534,True,False,False,False,False,False,2025-01-07,39,1059.7014925373135,1517
synthetic,True,resale,233000,153,apartment,2.0,2.0,1.0,3.0,2018.0,lemesos,Mesa Geitonia,34.681926,33.057254,2.994,0.993,False,False,False,False,True,False,2025-09-23,7,1522.875816993464,1927
synthetic,True,resale,398000,114,apartment,2.0,2.0,8.0,9.0,2021.0,lemesos,Germasogeia,34.714891,33.081347,7.494,4.831,True,False,False,False,True,False,2025-01-29,4,3491.2280701754385,2929
synthetic,True,resale,184000,125,house,3.0,3.0,,2.0,2013.0,lemesos,Kato Polemidia,34.694522,33.002658,4.978,4.224,False,False,False,False,True,False,2024-06-08,12,1472.0,1493
synthetic,True,resale,142000,50,apartment,2.0,1.0,5.0,6.0,2008.0,pafos,Kato Paphos,34.755069,32.42538,1.527,2.275,True,True,False,False,True,True,2024-12-09,17,2840.0,2730
synthetic,True,new_build,266000,90,apartment,3.0,1.0,2.0,5.0,2025.0,larnaka,Finikoudes,34.922702,33.631981,1.375,0.792,True,True,False,False,False,False,2026-03-17,0,2955.5555555555557,2276
synthetic,True,resale,242000,191,apartment,3.0,1.0,4.0,6.0,1985.0,lemesos,Zakaki,34.686747,33.031727,2.816,1.43,True,False,False,False,True,False,2024-06-18,40,1267.0157068062827,1611
synthetic,True,resale,227000,147,apartment,2.0,2.0,6.0,6.0,2003.0,larnaka,Aradippou,34.948029,33.589813,6.056,4.138,True,False,False,False,True,False,2025-05-06,22,1544.2176870748299,1333
synthetic,True,resale,177000,90,apartment,3.0,2.0,6.0,7.0,2015.0,lemesos,Mesa Geitonia,34.686358,33.053182,3.308,0.767,True,False,False,False,False,False,2024-12-05,10,1966.6666666666667,1927
synthetic,True,resale,95000,48,apartment,1.0,1.0,8.0,11.0,2014.0,lefkosia,Nicosia Old Town,35.175121,33.365604,51.441,1.913,True,False,False,False,True,False,2025-11-22,11,1979.1666666666667,1660
synthetic,True,resale,513000,214,villa,6.0,4.0,,2.0,1983.0,lemesos,Mesa Geitonia,34.680818,33.056943,2.742,0.978,False,False,True,True,True,False,2026-03-22,42,2397.196261682243,1927
synthetic,True,resale,167000,100,apartment,3.0,1.0,2.0,3.0,1999.0,lefkosia,Strovolos,35.150143,33.357803,54.063,4.528,True,False,False,False,True,False,2024-08-08,26,1670.0,1771
synthetic,True,resale,306000,179,apartment,1.0,1.0,4.0,7.0,2022.0,larnaka,Drosia,34.932709,33.628171,2.992,1.178,True,False,False,False,True,False,2024-05-15,3,1709.4972067039107,1832
synthetic,True,resale,66000,52,apartment,3.0,1.0,2.0,5.0,1974.0,lemesos,Polemidia,34.694713,33.015128,4.481,3.175,True,False,False,False,True,False,2025-07-13,51,1269.2307692307693,1661
synthetic,True,resale,294000,81,apartment,3.0,2.0,6.0,6.0,1987.0,lemesos,Mouttagiaka,34.707528,33.087073,6.887,4.658,True,False,False,False,True,True,2025-07-03,38,3629.6296296296296,3193
synthetic,True,new_build,313000,166,apartment,4.0,1.0,4.0,4.0,1997.0,larnaka,Finikoudes,34.918333,33.631336,1.411,0.891,True,False,False,False,True,False,2025-10-05,28,1885.5421686746988,2276
synthetic,True,resale,608000,182,villa,4.0,2.0,,1.0,2022.0,lemesos,Agía Zóni,34.681963,33.046725,2.405,0.048,True,False,True,True,True,False,2024-12-29,3,3340.6593406593406,2652
synthetic,True,resale,253000,200,house,4.0,3.0,,2.0,2012.0,lemesos,Kato Polemidia,34.693255,33.018156,4.374,2.855,False,False,False,True,True,False,2025-03-26,13,1265.0,1493
synthetic,True,resale,260000,89,apartment,3.0,2.0,7.0,8.0,2023.0,lemesos,Agía Zóni,34.681754,33.041665,2.298,0.437,True,False,True,False,True,False,2026-01-01,2,2921.3483146067415,2652
synthetic,True,resale,162000,56,apartment,4.0,2.0,2.0,4.0,2005.0,lemesos,Agía Zóni,34.677025,33.049108,1.821,0.637,True,True,False,False,True,False,2025-05-07,20,2892.8571428571427,2652
synthetic,True,resale,310000,196,house,4.0,2.0,,2.0,2013.0,lefkosia,Strovolos,35.137123,33.339222,60.34,6.663,True,False,False,True,False,False,2024-07-22,12,1581.6326530612246,1771
synthetic,True,resale,253000,154,apartment,3.0,1.0,7.0,9.0,1999.0,lemesos,Mesa Geitonia,34.684544,33.059071,3.107,1.185,True,False,False,False,True,False,2024-05-29,26,1642.857142857143,1927
synthetic,True,resale,222000,175,house,4.0,3.0,,2.0,2015.0,lemesos,Episkopi,34.674692,32.925518,10.745,11.086,False,False,False,False,False,False,2025-02-24,10,1268.5714285714287,1536
synthetic,True,resale,482000,251,villa,6.0,2.0,,2.0,2014.0,lemesos,Ypsonas,34.703865,33.006481,5.698,4.367,True,False,True,True,True,False,2025-01-23,11,1920.3187250996016,1306
synthetic,True,resale,302000,157,apartment,2.0,1.0,5.0,6.0,1995.0,lemesos,Mesa Geitonia,34.694675,33.046676,3.786,1.376,True,False,False,False,True,False,2024-04-30,30,1923.5668789808917,1927
synthetic,True,resale,90000,56,apartment,2.0,2.0,6.0,6.0,2015.0,lefkosia,Nicosia Old Town,35.172664,33.362937,69.674,2.273,True,False,True,False,False,False,2024-07-26,10,1607.142857142857,1660
synthetic,True,resale,380000,172,house,4.0,3.0,,1.0,2018.0,lemesos,Agía Zóni,34.67538,33.048939,1.733,0.804,True,False,False,False,True,False,2025-06-02,7,2209.3023255813955,2652
synthetic,True,resale,161000,69,apartment,1.0,1.0,5.0,7.0,2015.0,lefkosia,Engomi,35.179955,33.33881,51.175,4.002,True,False,False,False,True,False,2024-12-16,10,2333.3333333333335,2024
synthetic,True,new_build,374000,193,apartment,3.0,2.0,6.0,9.0,2006.0,lefkosia,Strovolos,35.138627,33.339174,66.822,6.531,True,False,True,False,True,False,2025-05-07,19,1937.823834196891,1771
synthetic,True,resale,136000,90,apartment,3.0,2.0,6.0,6.0,2020.0,lemesos,Episkopi,34.669059,32.928712,10.495,10.862,True,False,True,False,True,False,2025-09-25,5,1511.111111111111,1536
synthetic,True,new_build,913000,354,villa,3.0,3.0,,1.0,1984.0,lemesos,Mouttagiaka,34.711824,33.084382,6.802,4.779,True,False,False,True,True,True,2025-08-23,41,2579.0960451977403,3193
synthetic,True,resale,205000,130,apartment,1.0,1.0,5.0,8.0,2022.0,lefkosia,Strovolos,35.130107,33.343501,54.436,7.107,True,False,True,False,False,False,2025-03-12,3,1576.923076923077,1771
synthetic,True,resale,115000,65,apartment,1.0,1.0,3.0,5.0,2009.0,lefkosia,Strovolos,35.135006,33.354442,51.594,6.169,True,False,False,False,True,False,2026-02-03,16,1769.2307692307693,1771
synthetic,True,resale,454000,97,apartment,1.0,1.0,2.0,5.0,2004.0,lemesos,Agios Tychonas,34.718742,33.108608,9.37,6.983,True,True,False,False,True,True,2026-01-16,21,4680.412371134021,3788
synthetic,True,resale,133000,51,apartment,2.0,2.0,7.0,7.0,2020.0,pafos,Kato Paphos,34.762353,32.42317,1.307,1.464,True,True,False,False,True,True,2024-09-21,5,2607.843137254902,2730
synthetic,True,resale,148000,90,house,5.0,3.0,,2.0,2025.0,lefkosia,Strovolos,35.134978,33.339007,59.058,6.868,True,False,False,True,False,False,2025-05-01,0,1644.4444444444443,1771
synthetic,True,resale,103000,92,house,5.0,2.0,,2.0,2004.0,lemesos,Polemidia,34.699571,33.011151,4.925,3.752,False,False,False,False,False,False,2025-06-27,21,1119.5652173913043,1661
synthetic,True,resale,344000,192,villa,6.0,3.0,,2.0,2015.0,lemesos,Zakaki,34.693971,33.027058,3.984,2.194,True,False,True,True,True,False,2024-09-26,10,1791.6666666666667,1611
synthetic,True,resale,85000,47,apartment,1.0,1.0,1.0,1.0,1979.0,lefkosia,Engomi,35.183823,33.344862,67.559,3.408,True,False,False,False,True,False,2024-09-09,46,1808.5106382978724,2024
synthetic,True,resale,981000,410,villa,3.0,4.0,,2.0,2022.0,lefkosia,Engomi,35.175995,33.354032,52.533,2.782,True,False,False,True,True,False,2024-08-30,3,2392.682926829268,2024
synthetic,True,new_build,582000,194,villa,5.0,4.0,,1.0,1990.0,lemesos,Germasogeia,34.702493,33.075506,5.593,3.482,True,False,True,True,True,False,2025-12-22,35,3000.0,2929
synthetic,True,resale,261000,97,apartment,4.0,2.0,5.0,8.0,2022.0,larnaka,Finikoudes,34.918889,33.632888,1.051,0.981,True,True,False,False,True,False,2026-02-11,3,2690.721649484536,2276
synthetic,True,new_build,268000,149,house,3.0,2.0,,2.0,2011.0,lefkosia,Lakatamia,35.130486,33.315096,52.208,8.654,True,False,True,False,True,False,2025-08-17,14,1798.6577181208054,1517
synthetic,True,resale,1633000,3018,land,,,,,,lefkosia,Strovolos,35.143794,33.353405,52.894,5.339,True,False,False,False,False,False,2025-06-29,20,541.0868124585818,1771
synthetic,True,resale,4005000,3535,land,,,,,,lemesos,Germasogeia,34.718627,33.086396,7.372,5.448,False,True,False,False,True,False,2025-12-24,20,1132.956152758133,2929
synthetic,True,resale,82000,57,apartment,2.0,1.0,4.0,6.0,2006.0,lefkosia,Lakatamia,35.133921,33.316799,53.989,8.275,True,False,True,False,True,False,2025-02-18,19,1438.5964912280701,1517
synthetic,True,resale,224000,79,apartment,2.0,1.0,1.0,3.0,2015.0,larnaka,Finikoudes,34.929943,33.631452,2.307,1.08,True,True,True,False,True,False,2025-08-11,10,2835.4430379746836,2276
synthetic,True,resale,112000,51,apartment,1.0,1.0,5.0,5.0,2007.0,lemesos,Potamos Germasogeias,34.704859,33.068917,6.03,3.245,True,False,False,False,True,False,2025-11-05,18,2196.078431372549,2204
synthetic,True,resale,186000,79,apartment,3.0,1.0,2.0,3.0,2019.0,lemesos,Agía Zóni,34.682755,33.04136,2.655,0.464,False,False,False,False,True,False,2026-03-10,6,2354.4303797468356,2652
